corp_code,rcept_no,2024_total_assets,2023_total_assets,2022_total_assets
00133706,20250314001620,755097664409,736849822539,670596098546
00134723,20250320001403,490046182315,491668368146,501830145462
00136086,20250317000368,2482701674586,2392625541633,2429133745988
01784394,20250320001570,239026712635,73934283329,
00108038,20250321001553,577610425954,537632854213,527275693474
00113535,20250320001093,4580381441177,4727803814347,4490260111628
00117212,20250321001806,30143063000000,28286809000000,26315353000000
00117337,20250320001075,1316088357178,1099649987596,983550240798
00127857,20250710000455,524982806967,534158280214,521558832964
00102751,20250312000333,287854045821,277915943029,274703527826
00164478,20250312001136,27005385000000,23714495000000,20911708000000
00109754,20250321001769,348281817560,347656027998,337590812772
00141529,20250318000979,3597403088294,3496482529068,3569760859068
00168331,20250320000926,174112948051,175919906868,175008166225
00878915,20250318000693,94148635110781,93359783776425,89983920399637
00256955,20250310000646,189958983962,199881921831,197584861031
00128412,20250313001200,425166281599,419901236797,406556944095
00144395,20250313000532,1779146551075,1694019807604,1627852719302
00155531,20250313001387,1319133193077,1194251204655,1142781392226
00164973,20250407001731,48523790593883,44087986397210,46252595500839
00540605,20250313000580,426903853313,421666523743,431705014700
00583442,20250313001422,667672287993,668631273273,668177302153
01882845,20250311001121,2269555200465,,
00193328,20250327000923,623807791230,603244086410,577155431240
00688996,20250526000370,757845532000000,715725416000000,688653482000000
00151128,20250313000748,499377343872,480202443379,464094161172
00155355,20250318001312,2331157705861,2156789583390,2049217755236
00164672,20250317000892,906227621119,838319618658,649126013507
00347734,20250304000650,82068876099,49908220791,44569287296
00150439,20250305000675,95965751892,90029703398,82719954686
00112998,,,,
00661847,20250321001405,152372838073,190295962377,179622909869
00904672,20250321001686,8177066253496,7915865389294,8935573715860
01105153,20250321001817,421690971946,456422079722,62618404596
00156150,20250321001008,79518283268,27560402485,6882778623
00526599,20250321000457,894428873103,773770340890,674583964552
01319808,20250317000951,2988334569492,2867925364376,2460836871897
00125080,20250318001263,5336874928103,5314995084396,4985365771362
00486705,20250328001653,961386247104,995406431200,760228485888
00122472,20250318001326,464295668847,426908196303,404267600510
00173698,20250320000612,126326163231,126134087292,152880655297
00103510,20250328001677,685548746564,649103362179,606910470329
00114792,20250318001457,2509278276042,2421648337449,6451247796882
00406046,20250317000801,494962962578,454013908212,416290993852
00126186,20250311001129,13238330251696,12321024561023,11952424889489
00126362,20250311001275,40597344536357,34038860192967,30257525171127
00107987,20250320001346,773830396996,833548600274,902896419890
00109806,20250320001188,394071619838,354907802821,411440527283
01688896,20250108000357,882689580845,733710018545,737816409000
00145862,20250306000367,454680074452,443887540909,423143581786
00683469,20250312000485,1249038272000,928888144000,839513249000
00159740,20250320001326,1710295193370,1802517204572,1745832247930
00112332,20250331003228,32493623714996,33092023489392,35041511155617
00149354,20250318001235,1495801604857,1456003650511,1376372969554
00152862,20250318001402,7040484502325,5231418956586,4659039217791
00153861,20250319000934,4323923757006,4640488559862,4625724843660
00129509,20250319000814,400183680273,427530518024,407946966305
00125530,20250318001175,1240796531981,1293732304548,1295399585606
00121534,20250312000625,401701920783,445231562517,447440404391
00126292,20250312000920,29494082851904,28806533713375,29623192873201
00133858,20250312000986,2094117786877,1840970162003,1676981981164
00137252,20250312000522,455306449952,448802368727,481673723451
00140177,20250312000991,7581643378910,10042015942614,9832423124845
00150633,20250325000522,1192228577713,1041398859450,1114820890870
00158307,20250312001113,1888589460056,2370680945827,2464219074235
00140168,20250311001196,553072913927,547772703203,542150546103
01093007,20250318000837,488677147541,408424609724,506732778044
00350312,20250812000577,438161253186,383332487352,382579391863
00155258,20250408001924,556803723173,552186389117,554542143288
00155276,20250314000603,7932459834018,6334593297871,4637476140189
00204208,20250324000626,155281108141,160373498904,174626136915
00377610,20250314001645,6105540014922,5789382238682,5919958905229
01032413,20250314001664,794194183895,688727319732,659613821545
01316254,20250312001093,3820765107830,3167433916060,3055566647879
01436628,20250314001675,401388501650,394405280398,363370309434
00107598,20250328000090,724193724088,779727608033,890458284919
00116268,20250321001375,151912649154,114973284037,107702060968
00141404,20250411003513,179264755471,199916289283,203670379646
00415646,20250328002249,908140585192,795335352391,825357092772
00113234,20250313001084,1233543025000,1185391612000,1219466296000
00113243,20250313001408,1560462376675,1401353854060,1318431898542
00121941,20250321000555,3509835110048,3334370027478,3190196448368
00126955,20250318001186,1594782196967,1170302770895,924929490964
00130879,20250320000850,66307712853,70814890787,70853362024
00142661,20250313001232,430591478194,425327563943,401969273009
00156691,20250318000741,502537029335,476851540431,421095042761
00158149,20250320000876,191296096831,188371616567,172340453951
00127158,20250321000753,91803642408,90579937958,94190035332
00144720,20250319001127,124993372131,124121630726,126606991323
00149646,20250318001325,472219838000000,448427279000000,431186338000000
01714997,20241118000337,167620136884,168359472640,178103822513
00127802,20250313001328,463599405877,473605961393,444027583867
00139889,20250318001448,6748678536179,7032322131682,6393092564908
00149345,20250312000526,399122282497,394002199996,433755476780
00428321,20250319000894,699833207144,684971450555,691254955147
00108913,20250317000864,605264594892,604526705400,666723788672
00116824,20250321001899,2030483787016,1957106350366,1731452067203
00956930,20250321001967,1391734505157,1283760898034,1157724933604
00635134,20250321001604,30149997467000,29606279551000,30013241845000
00855093,20250318001380,,,1333616177351
00896285,20250319000739,3319926499915,3205001054507,2949649128405
01167056,20250314000817,369927923047,366709739033,350286507374
01205329,20250320000868,350878102877,338608141951,330163311049
01238169,20250808000624,4308449797008,3521385127842,3371683914220
01258507,20250617000244,4341728167516,4199096312587,4105259178628
00101488,20250318000908,1358870104798,1060557971487,1018019428372
00107066,20250318000968,417033569966,377327938424,345922884373
00112651,20250318001233,838561578459,759532652404,840153818480
00118026,20250318001125,7158211208881,7725142829294,7061179537459
00123541,20250318001002,138831713491,143300746774,147392500947
00125521,20250318000826,3698864220516,3235734467246,2931636940305
00131832,20250318001277,15077692130416,12250710294978,11780098492498
00132637,20250318000868,1552612232456,1535857779602,1451669982270
00145190,20250311001178,771352960922,802953282668,689335169513
00103626,20250311001303,127298015569,124852549093,134944512348
00104722,20250320000537,165547573574,163259483207,136592862806
00146232,20250808000499,370420153245,409313432509,413301997330
00148896,20250318000381,8093654722000,5956551773000,6745534254000
00156488,20250318001178,1431265670359,1325993300470,1206373632049
00159500,20250318001001,418085900700,381181315535,332695359728
00160047,20250318000944,5136426181879,4640995961705,4301818675789
00160302,20250318000926,1204329599517,1091033170883,807858896061
00161426,20250318001281,1349078932369,1226170046397,1109690934182
00163761,20250318001122,287559143129,288895489417,283062451163
00164636,20250812000713,12398308042444,11521215410540,11592341237983
00164645,20250318000828,33848562000000,25713363000000,26066659000000
00106614,20240613000239,263468768678,265146139041,265059186517
00557933,20250327001019,134793951029,124296633811,129200779871
00122551,20250319000644,457884953600,351920466967,338873471894
00140946,20250311001053,267994725160,245120386642,274496248985
00141477,20250328001676,513396101480,544102827133,535684495341
00534598,20250318000353,198508016060,182210002869,208029841056
01060744,20250314001432,2016850557370,2074407699041,2210015517155
00123718,20250318000877,373180311828,429017049398,400929188514
00126414,20250319000845,128451959179,93479032024,117914808538
00129679,20250318001288,2743875851979,2643313917487,2525537081269
00135050,20250321000584,363450447280,342007721613,322591204143
00137359,20250320000996,342092805074,350083639799,361536058296
00141149,20250320001017,234257972953,226600824188,203082817375
00144818,20250319000817,207687399005,198213526767,195205072788
00146083,20250318001009,854701442970,876999054796,862553166894
00149947,20250318001192,604598517283,645038796101,627972755001
00158963,20250728000359,473928536456,468860417714,417890866564
00161046,20250312000222,788555006781,790339658177,871106170067
00111111,20250731000398,140278881981,151056760486,400877091044
00167192,20250318000857,5422551860511,5060957367879,4726896214044
00173874,20250318001449,4574474470953,4232661554569,3944336739608
00178754,20250318001360,400252311496,390934866738,372281354657
00233653,20250318001056,1832131544809,1886596466085,1718070655624
00241005,20250318000887,412141499962,362980211049,387043503761
00357935,20250812000160,630989412448,605440390923,603330216887
00365387,20250325000220,1717770434389,1622157341878,1483368740285
00759513,20250318001456,2354297000000,2384792000000,2483729000000
00795135,20250319000318,7248051156066,6002718764682,6003463015992
00854997,20250318001095,3888464488208,3788831050300,3261922382065
00157399,20250311001184,880015173790,954035007249,1071921900693
00162586,20250318000750,212880605189,239746992700,213451232698
00164706,20250219001662,156396199876,154629099583,181159427810
00166573,20250313001126,424705767203,401226633282,369374561471
00828497,20250318001206,2020840493653,1898668375968,1924585730838
00585219,20250321001919,274123838165,343623737505,282702159615
00937324,20250318001355,15849744509888,12763305688360,12581364159005
01108099,20250318000745,376109428033,344014186935,296127566149
01310269,20250812000514,7461863865856,7016268809820,7336326609377
01712485,20250318001337,960684387370,804299524207,
00111847,20250324000486,1302349327000,1026303659000,1010418826000
00121969,20250326001145,111856083779,99303952812,106506525380
00992871,20250325000403,1458764796383,1402428435512,1124882797791
01168383,20250318001280,589042895205,611260857045,655810213933
00148832,20250317000569,7444771000000,7162714000000,7320304000000
00115977,20250319001050,3553988560322,4237373316087,3737786456047
00117300,20250319000643,573950624572,559737446490,507482316790
00140131,20250319000526,330388215837,345048625403,377747851000
00219574,20250319000641,953903205812,878273229175,936136657462
00450010,20250319000632,296260020201,298099917787,297367187504
00589127,20250319000838,450489555516,447745860874,401136512524
01009789,20250416000526,1933713489313,1557077274819,1396450504662
01412725,20250318001214,1179654638065,1070842523161,1026929716010
01722437,20250317000838,1887829805034,1855072139756,
00936787,20250314001606,1356432222259,1308360653097,1234083722711
01412822,20250319000924,2079395108546,1706722451080,1461040406251
00113492,20250320000849,621077310491,641522252002,661046979250
00122481,20250320001058,385609175182,378041031409,361240178636
00146454,20250327001173,431211150640,392606560430,402916432343
00162072,20250321001961,126495177571,115056313318,115721729758
00413046,20250317000929,21055222437706,19956813831274,5891652311251
00134176,20250321001830,56576212583,54508701606,49888720541
00126937,20250320000941,5290507469287,5154457321588,4547780622106
00131197,20250320001156,981647961482,246997268553,266232857341
00141307,20250401003228,5701707714763,5568116970055,5871933652466
00157991,20250320000921,384404536002,353982211636,347065524190
00163673,20250320000396,1849667000000,1865721000000,1995988000000
00171265,20250415000021,3933768381301,3618279367040,3511523805592
00174527,20250320001481,833478390833,991687669827,746127741905
00203315,20250320001749,2758664473521,2488343237200,2650811719301
00126779,20250313001287,436163754728,404298806447,288153289588
00138516,20250326000254,148788013,164226601,213647673
00191472,20250313001177,880646686131,822466228845,776778116811
00104856,20250306000628,62273916116630,56507909508834,53848261017182
00105961,20250318001384,11378212000000,11204306000000,9793618000000
00126256,20250331004004,312218844000000,314655050000000,296234163000000
00126478,20250319000397,17194637128138,15593389152394,14491697984864
00136378,20250312001128,15071774121951,14751983355128,14348412322688
00137997,20250320001241,11991996000000,11585257000000,10233054000000
00158501,20250312000984,2322698505650,2179505358177,2075658595502
00166519,20250312000803,428809811685,463885406068,474032615936
00508274,20250312000641,607347064513,594029354613,599305651807
00296290,20250317000785,55688423730459,52046420344899,48037301112929
01436558,20250312000416,968440003900,648090988551,621509408960
00103006,20250515002790,2608977847007,2451280644242,2532768398255
00103176,20250320001444,12894689000000,12031553000000,12403741000000
00113614,20250321001236,306459203587,309337533919,297649820407
00525934,20250312001059,1499801948860,1205064944737,1289618542133
00146861,20250320001727,717683038008,692647470965,505788674039
00210856,20250320000653,82510682423,70446617889,76246124909
00361488,20250320000597,124006292902,126812370904,132073841013
00372882,20250320001127,435066123285,434900095454,416146080400
00628189,20250320001745,679055394604,739376283681,790792230162
00838500,20250425000879,502559201,505537142,526527912
00852087,20250328002312,98603256829,95079294654,85063020141
01210677,20250320001576,188423078176,136588232562,155553111109
01497869,20250320001392,1801419186444,2316936129612,2282963063406
00103592,20250325000803,1170275148654,1078065491869,932023758862
00117188,20250313001006,4340864429768,5088858301845,5267284720508
00117601,20250313000247,16800267411000,16461846690000,13419879837000
00118044,20250404003738,108869307630,114611865652,121789602384
00131939,20250321001723,86471435747,92323070165,113976352843
00146296,20250320001261,97397658185,98302187963,116167864087
00159573,20250320000304,429705980847,434108102058,424608629316
00162063,20250320000724,2317873586367,2468946950023,2349398105478
00129642,20250314001195,591078392906,564873378508,544569685947
00137368,20250320000149,75317579119,104190908681,112417896625
00120526,20250314001659,39003044584713,30644698696537,31703575873070
00125743,20250321001499,753622046641,792550276136,857843841402
00130684,20250703000161,1765962363102,1777219780282,1871342447045
00155212,20250314001261,892453016139,889807220460,851593785984
00164830,20250318001131,36719137422000,32242568184000,29883476300000
00305668,20250321000868,275007869227,257571091517,256209761789
00458234,20250318001119,219937922050,222741818404,205577783538
00520887,20250320001015,388227963004,362621260298,309226087513
00633835,20250320001670,2204429000000,2890585000000,2567697000000
01263022,20250318000733,3402590175982,3219078523118,2946235271626
00219097,20250318001407,2300978258450,2171266453121,1938013970903
00119195,20250318000739,619634925512,558520067703,461136459052
01159233,20250320001637,982730815617,938644554384,1034302040090
00106623,20250313000158,7075991000000,6825905000000,7546451000000
00172228,20250319000323,227143694947,247666086117,185745934911
00125974,20250407003073,300331502195,513742450417,498726793527
00141875,20250703000352,415195461349,346240176563,343207955095
01885222,,,,
01867758,20250317000812,1591146181854,,
00169048,20250319000687,135918584874,110104673211,120246185135
00182696,,,,
00113544,20250320001114,820584705338,860872753953,836764531649
00124799,20250312000903,1216795673119,1169759640111,1166611978191
00126089,20250604000001,66061636175,74273121353,543210276853
00153393,20250403001277,4722277800717,4738292443387,4820743827583
01325979,20250312000987,1823848054024,1535913844662,1465129428987
00366438,20250328001583,492674198507,191302264426,131978362494
00911955,20250321001259,516038762059,498568311609,486153355769
00138190,20250318001328,1439641460000,1401098380000,1419412958000
00148276,20250311000974,3306550192963,2889504607291,2751445128079
00106881,20250320001282,121334436238,115588583093,119745167372
00162461,20250317001024,30036831374114,24790423705500,24079987144374
01649204,20250318000466,136108165193,78003609126,39355570451
00428729,20250711000353,150164209033,145877679821,153542696876
00109189,20250320001383,1817762218175,1835312625998,1903351069081
00159810,20250320001650,239157482703,216804583543,302205591680
00360142,20250320001632,1279967962677,1373717052601,1224954676333
00115694,20250317000605,10670641837509,10211959858311,9757370294448
00138242,20250318000528,3104452196541,2636056902325,2001907294250
00105873,20250312000906,32859566000000,35759298000000,35686019000000
00117267,20250331000321,34547211856250,32869437390169,34866586937074
00309503,20250318001067,8025538409393,7139576928721,7772406693424
00135111,20250321001765,237238550555,263117529522,261731135173
00631518,20250318000862,110530097549000,80835513251000,67218924277000
01035289,20250407004316,81910409782,99300326294,123102080292
00119140,20250321001881,885079753443,976559117445,862588714003
00816544,20250320000852,210769726620,202609068278,199062053733
00151298,20250226005968,224685346928,262988106907,259398156922
01261893,20250318001445,549141198730,499951266115,483313331794
00141626,20240620000211,96987787340,81050220067,104952008521
00173102,20250314001404,97168284920,97045385480,97794376174
01386916,20250317000867,4150138152000,4083815083000,3497335365000
00109514,20250321001276,187678000054,215388359744,210718177191
00124726,20250312000859,1003074746009,890717259861,769266587599
00136721,20240612000337,10609935089040,10198800404537,11085013453233
00195229,20250321001837,5536390124625,4980149550868,4821801377788
00679314,20250515001393,1072894256482,970612855578,899511754452
00146214,20250414002678,396879751742,419189929496,498743322746
01760738,20250314001304,2283045417000,1990471193000,
00728638,20250318000934,1424527346288,1237247610671,1239211177169
00162416,20250321001966,1731337480778,1747822854675,1502891064305
00157104,20240618000424,272101858567,259178930468,218759361890
00968607,20250320000574,352697366866,208381292179,174725582891
00671376,20250321001231,1562449951177,1283873353732,1042495890560
00122825,20250321001886,90729786743,76484143419,101183784087
01428203,20250320001046,2494298894368,2223679597409,2209564785783
00113058,20250331003702,160146430758072,147901842899949,146310480564015
00339391,20250314001773,5724010115718,4483210824746,3945627700263
00983271,20250331004208,3193036597819,3449677276360,3025182021029
00148540,20250325000721,47496993224000,47203762893000,48240408307000
00101044,20250314001189,590984471828,589396664797,684140416698
00127042,20250321001357,454131400837,454751843435,457536775769
00186559,20250319001103,618272425850,525378184898,558409431550
00166227,20250317000314,1833034372586,1653277049573,1779489488972
00103662,20250321001712,142679052793,187156634512,171758015274
00117726,20250321001077,413955272202,372634565534,374266034502
00154462,20250317000463,8540521424208,7631430777862,7651003801454
00146542,20250320001689,33094013588,31049304763,33565988545
00120030,20250325001066,17803293924556,17707298538013,16946616696898
00108746,20250812000680,213873418416,220114642087,192687257308
01262032,20250320001204,950573044038,944050170382,871931521611
00114154,20250317000666,558566600775,573648655244,520217537029
01515323,20250312000405,60306791000000,45437144000000,38299445000000
00102858,20250331003521,14792322181548,12046071311650,12097918358974
00136776,20250319000718,38915573941,48355454222,48387026626
